34,大竹市
34,東広島市
34,廿日市市
34,安芸高田市
34,江田島市
35,下関市
35,宇部市
35,山口市
35,萩市
35,防府市
35,下松市
35,岩国市
35,光市
35,長門市
35,柳井市
35,美祢市
35,周南市
35,山陽小野田市
36,徳島市
36,鳴門市
36,小松島市
36,阿南市
36,吉野川市
36,阿波市
36,美馬市
36,三好市
37,高松市
37,丸亀市
37,坂出市
37,善通寺市
37,観音寺市
37,さぬき市
37,東かがわ市
37,三豊市
38,松山市
38,今治市
38,宇和島市
38,八幡浜市
38,新居浜市
38,西条市
38,大洲市
38,伊予市
38,四国中央市
38,西予市
38,東温市
39,高知市
39,室戸市
39,安芸市
39,南国市
39,土佐市
39,須崎市
39,宿毛市
39,土佐清水市
39,四万十市
39,香南市
39,香美市
40,北九州市
40,福岡市
40,大牟田市
40,久留米市
40,直方市
40,飯塚市
40,田川市
40,柳川市
40,八女市
40,筑後市
40,大川市
40,行橋市
40,豊前市
40,中間市
40,小郡市
40,筑紫野市
40,春日市
40,大野城市
40,宗像市
40,太宰府市
40,古賀市
40,福津市
40,うきは市
40,宮若市
40,嘉麻市
40,朝倉市
40,みやま市
40,糸島市
40,那珂川市
41,佐賀市
41,唐津市
41,鳥栖市
41,多久市
41,伊万里市
41,武雄市
41,鹿島市
41,小城市
41,嬉野市
41,神埼市
42,長崎市
42,佐世保市
42,島原市
42,諫早市
42,大村市
42,平戸市
42,松浦市
42,対馬市
42,壱岐市
42,五島市
42,西海市
42,雲仙市
42,南島原市
43,熊本市
43,八代市
43,人吉市
43,荒尾市
43,水俣市
43,玉名市
43,山鹿市
43,菊池市
43,宇土市
43,上天草市
43,宇城市
43,阿蘇市
43,天草市
43,合志市
44,大分市
44,別府市
44,中津市
44,日田市
44,佐伯市
44,臼杵市
44,津久見市
44,竹田市
44,豊後高田市
44,杵築市
44,宇佐市
44,豊後大野市
44,由布市
44,国東市
45,宮崎市
45,都城市
45,延岡市
45,日南市
45,小林市
45,日向市
45,串間市
45,西都市
45,えびの市
46,鹿児島市
46,鹿屋市
46,枕崎市
46,阿久根市
46,出水市
46,指宿市
46,西之表市
46,垂水市
46,薩摩川内市
46,日置市
46,曽於市
46,霧島市
46,いちき串木野市
46,南さつま市
46,志布志市
46,奄美市
46,南九州市
46,伊佐市
46,姶良市
47,那覇市
47,宜野湾市
47,石垣市
47,浦添市
47,名護市
47,糸満市
47,沖縄市
47,豊見城市
47,うるま市
47,宮古島市
47,南城市
